Sentiment,Strength,Conditions,Comment,Age,Gender,Postal Code 
Opposed,Strongly Opposed,T,Preys on the poor--regressive People don't leave casinos to enjoy the town! They chain themselves in. Crime magnet,,,
Opposed,Strongly Opposed,T,"Increased costs (e.g. more police will be needed) No guarantee that the casino will provide the city enough new revenue to offset new/increased costs Increased foreclosures and number of families needing social assistance (i.e. if the casino makes a lot of money, then their patrons have lost a lot of money and can no longer afford to pay their mortgage or buy necessities)",35-44,Male,M2N
Opposed,Strongly Opposed,T,ew .....I do not support a new casino under any conditions gross ....I do not support a new casino under any conditions no ....I do not support a new casino under any conditions,,,
Opposed,Strongly Opposed,F,I think it will negatively impact the culture of the city. I don't think it will do what they say it will do. I think it will create more problems that it would be worth.,25-34,Female,M6S
Opposed,Strongly Opposed,T,Gambling is addictive. Increases crime rate in the city. Terrible for the image of our city.,,,
Opposed,Strongly Opposed,T,Not a good use of valuable land Would need more access to transit to the site Encourages self-destructive behavior,25-34,Female,M5R
Opposed,Strongly Opposed,T,Will negatively impact already congested traffic in Downtown Toronto Casino will attract more local residents rather than tourists Public safety,45-54,Female,M5V
Favour,Strongly in Favour,F,Anything that will help create jobs in the city i am all for it.  ,65 or older,Male,m9b
Opposed,Strongly Opposed,F,Gambling destroys personal and family life. Contributed to addictions.  ,35-44,Female,M4K
Opposed,Strongly Opposed,T,it will give bad influence to the city and bring more gangs  ,,,
Opposed,Strongly Opposed,F,Casinos breed crime Downtown is already in gridlock without this It encourages a debilitating addiction that is a tax on the poor and stupid (just like lotteries),45-54,Male,M4M
Opposed,Strongly Opposed,T,"Problem gambling disproportionately affects populations that are already vulnerable, including people with low income, new Canadians, seniors, & young people Problem gambling contributes to poor health, which is inequitable for the populations most affected. We all pay for the poor health caused by problem gambling.",25-34,Male,m5s
Opposed,Strongly Opposed,F,Toronto is a world class city and a casino will diminish our standing internationally. It will also attract negative behaviour from negative people. Let's get healthy and think of healthy ideas.  ,,,
Opposed,Somewhat Opposed,T,"Gambling is primarily a tax on the poor and those on limited incomes should not subsidise jobs for others. Any downtown location will make traffic and parking worse as people will be driving, not taking TTC for a big night out ",,,
Opposed,Somewhat Opposed,F,It hurts family life.  ,65 or older,Male,M2N
Opposed,Somewhat Opposed,T,"we should promote culture in this city, not gambling ruins our neighbourhood does not jive with the Toronto feel",25-34,Female,M6K
Opposed,Strongly Opposed,T,I don't want that where I live. I want the Habour front to be for the public. Don't like gambling; it makes the rich richer and the poor poorer. I think they'll be more violence,35-44,Female,M6E
Opposed,Strongly Opposed,T,gambling destruction of neighbourhoods increased crime,45-54,Female,M4X
Opposed,Strongly Opposed,T,"Casinos encourage anti-social behaviour, and discourage healthy behaviour (like moderation, temperance, spending time with your family, etc.) Gambling predominately affects poor populations that do not have disposable income Casinos are tacky and gross",25-34,Male,m3a
Opposed,Strongly Opposed,F,  ,,,
Opposed,Strongly Opposed,T,I believe it would be detrimental to small businesses I feel that gambling is a problem I don't think it will create money for Toronto once social costs are considered,25-34,,M6J
Opposed,Strongly Opposed,T,"My grandparents are both avid gamblers, and I think this would be tageting vulnerable seniors to make up for revenue you refuse to raise through positive assets. This casino would bring jobs, sure, but not GOOD jobs. I've been a surver, I can't imagine how awful it would be at a casino. Toronto needs more mobile careers. This is a ridiculous idea, and the general consensus is negative. Governments were not elected to go against the will of the people.",15-24,Female,M5S
Favour,Strongly in Favour,F,"Toronto is a black and white city, strictly for business with little to no place for entertainment. A casino can make this city alive. Jobs it can create. Toronto's beautiful waterfront is practically closed and in no use during winter. A casino will make use of it all year round.",25-34,Male,m6k
Opposed,Strongly Opposed,T,casinos contribute to violence and addictions  ,55-64,Female,M5P
Opposed,Strongly Opposed,T,"The City should not be in the business of promoting ""entertainment"" facilities that prey on the vulnerable. Gambling is highly addictive and this is not something I am in support of introducing to downtown Toronto. Two large casinos already exist within a two hour drive of the city. The City would see relatively little revenue from the casino's proceeds. Is a casino really part of a meaningful solution to the city's cash plans?",25-34,Female,M5P
Opposed,Strongly Opposed,T,"Casino succeeds at the expense of local, independent businesses. Contributes to gambling addiction/expensive public health issue/shared burden. Is a giant sponge for tourist dollars- no benefit to City.",25-34,Male,M6K
Opposed,Somewhat Opposed,T,Gambling addictions ruin lives and families We don't need the crime casinos bring Our infrastructure can't handle more people coming to this city - the TTC is bad and crowded as it is.,25-34,Female,M4J
Opposed,Strongly Opposed,T,it is just another tax on the poor it does not belong here ,35-44,Female,M5J
Opposed,Strongly Opposed,T,casinos destroy surrounding neighbourhoods the city gets its revenue from property tax not income tax - jobs created are irrelevant casino will just take revnue from existing casinos,55-64,Male,m6g
Opposed,Strongly Opposed,T,Casinos are over rated for the tourism they supposedly bring in. Casinos cause the surrounding neighborhoods and businesses to suffer. OLG is will be sending Ontario money to out of Province Casino Operators.,Prefer not to disclose,Male,M4C
Opposed,Strongly Opposed,F,Public health concerns regarding gambling addictions  ,15-24,Male,m3h
Opposed,Strongly Opposed,T,"Damaging to the Toronto image A casino, while profitable, brings down the surrounding businesses Detrimental to the social fabric of the community",25-34,Male,M4E
Opposed,Strongly Opposed,T,Increase in crime in the city  ,,,
Opposed,Strongly Opposed,T,ALREADY TOO MUCH TRAFFIC IN DOWNTOWN NUMEROUS BUSES DISGORGING PEOPLE AND THEN IDLING THEIR ENGINES DISRUPTION OF ESTABLISHED BUSINESSES AND NEIGHBOURHOODS,65 or older,Male,M5E
Opposed,Strongly Opposed,T,Casino will be a destroyer of neighborhoods. Toronto does not need a casino. The illusion of the jobs it will create is false and/ore greatly exaggerated.,25-34,Prefer not to disclose,M6G
Opposed,Strongly Opposed,T,Danger to mental and physical health of those with gambling addictions Lowers tone and image of Toronto as a city Promotes unhealthy lifestyle and crime,,,
Opposed,Strongly Opposed,T,bad for what ever area it's put in feeds on an illness - gambling addiction is an illness I don't know anyone who wants it in their back yard.,45-54,Female,M4J
Opposed,Strongly Opposed,T,gambling addictions pose serious threat to families and community immoral to make money from people's destructive behaviours crime will increase exponentially,45-54,Female,M4C
Opposed,Strongly Opposed,T,The broad impact of gambling and addiction on Toronto's population Insufficient treatment and intervention for those impacted by gambling addiction The impact of a casino on seniors who may already be experiencing inequities in health,,,
Favour,Strongly in Favour,F,jobs money increased tourisim,25-34,Male,M6G
Opposed,Strongly Opposed,F,No social or cultural benefit May encourage gambling because of convenience ,65 or older,Female,
Opposed,Strongly Opposed,T,the income from casinos is grossly overstated the urban wasteland that will be created by the parking lots for the casino the increased crime rate that comes with casinos,35-44,Female,M4K
Opposed,Strongly Opposed,T,too many gambling problems crime ,,,
Opposed,Strongly Opposed,T,Crime Traffic Public image of Toronto being hurt by a dirty casino - see Niagara Falls.,25-34,Male,M1N
Opposed,Somewhat Opposed,T,"ruins neighbourhoods: traffic, criminal behaviour, problem gambling, poverty environmentally unsustainable & irresponsible may hurt local businesses",25-34,Prefer not to disclose,M4E
Opposed,Strongly Opposed,T,Casinos are government sactioned extortion under the guise of entertainment. There are casinos in Orillia and Niagara Falls.  They satisfy the small market for gambling in southern Ontario Not downtown.  It's tacky and brings innumerable negative side effects and undesirables.,,,
Favour,Strongly in Favour,F,"Strong cash revenue to Toronto's strapped budget Opportunity to grow Toronto's public transit system, possibly co-funded with private companies Promote tourism in Toronto.  More reasons for tourists to stay in Toronto for longer.",25-34,Male,M1V
Opposed,Strongly Opposed,T,"This would be a terrible use of city land, especially prime waterfront property. What greenspace would be added to the city? Have you been to the casinos in Niagara Falls - very low brow, smoke havens for the unemployed, the addicted, and the depressed. No thank you. Why should Toronto invest in something that is so family unfriendly - not a good way to promote our city. What about the fallout? Parking/infrastructure woes, drunkenness, bad behaviour, etc. Why not invest in a park?",35-44,Female,
Opposed,Strongly Opposed,T,Crime Social problems Noise,45-54,Male,M4B
Opposed,Strongly Opposed,T,"A new casino increases the percentage of gambling, violence, and drug use A new casino negatively impacts families e.g. families going into deficit I do not want my future generation to be prone to gambling",15-24,Female,M1V
Opposed,Strongly Opposed,F,Gambling addictions can be devestating to families The Ontario government benefits but municiple government won't see the same boost (see Niagara Falls and Windsor) Rob Ford thinks it's a good idea.,35-44,Female,M6K
Opposed,Strongly Opposed,T,Not necessary; There are already enough casinos around the GTA Concern for public mental health; increased gambling addiction I do not want prime waterfront or other real estate used for a casino,35-44,Male,M5A
Favour,Strongly in Favour,F,  ,,,
Neutral,Neutral or Mixed Feelings,F,Location of casino Support budgeted into problematic behaviour escalating due to casino ,,,
Opposed,Strongly Opposed,T,"it will be the taxpayers who pay for all of the infrastructure and socail costs, while US based corporations syphon off the marjority of the profits. casinos destroy surrounding businesses, and are designed to keep people inside and gambling ",25-34,Female,M5A
Opposed,Strongly Opposed,T,  ,55-64,Male,M4X
Opposed,Strongly Opposed,T,I do not believe that Casinos provide any benefit to any population. They drain money from those least able to afford it.  ,,,
Opposed,Strongly Opposed,T,Fear it will increase the amount of organized crime and the number of guns and traffic downtown Will hurt problem gamblers Will not enhance the cultural life of the city -- will cheapen it,45-54,Female,M5M
Favour,Strongly in Favour,F,Good for the economy Create jobs Attract more tourists,,,
Opposed,Strongly Opposed,T,  ,,,
Opposed,Strongly Opposed,T,"Toronto is a classy city with so much to see, it will take away from what the city is actually about It will take away from smaller buissness Casinos do not promote a healthy lifestyle",15-24,Female,M4K
Opposed,Strongly Opposed,T,Crime Gambling addictions does not enhance sense of community,25-34,Male,M5V
Opposed,Strongly Opposed,F,I think it should not be in a downtown location Woodbine would be a fine area for it ,,,
Opposed,Strongly Opposed,T,"IF DOWNTOWN, WILL MAKE TRAFFIC AND PARKING EVEN WORSE. SEEN FIRSTHAND THE EFFECTS OF GAMBLING ADDICTION. ",35-44,Male,m1n
Opposed,Strongly Opposed,T,Not an imaginative source for accumulating revenue for infrastructure repairs Not appropriate for mixed neighbourhood/business/residential Exploits those who are prone to gambling addiction,65 or older,Female,M6H
Favour,Somewhat in Favour,F,Jobs Support the Industry Tourism,55-64,Male,
Opposed,Strongly Opposed,T,threathned the security of nieghbouring areas (strangers in community) Transportation problems Bad influences or impact on younger/youth  generations,25-34,Male,l6a
Favour,Strongly in Favour,F,it would personally give me an opportunity for entertainment instead of driving 2 h hopefully by TTC good source of revenue for our city good for tourism,55-64,Female,M2K
Opposed,Strongly Opposed,T,Statistics don't bear out the notion of job creation. Casinos have been shown to damage neighbourhood and regional entertainment businesses. ,45-54,Male,M5V
Opposed,Somewhat Opposed,F,It offers nithing for the city. If it needs to exist because loosers need to part with their money then puy it at Woodbine Racetrack where people are already loosing money on the ponies and the slots.  ,55-64,Male,m6p
Favour,Strongly in Favour,F,Revenue Jobs ,25-34,Male,M5V
Opposed,Strongly Opposed,T,"we should be creating jobs which create meaningful ""things"" - not ways to suck money from people casinos are loud -""soul less"" ohysical spaces ",45-54,Female,M4C
Opposed,Strongly Opposed,T,"No evidence that gaming facility has long term economic benefit No evidence that Toronto NEEDS a casino World-class cities like New York, London, do not have casinos.  Why should Toronto?",45-54,Male,M5A
Opposed,Strongly Opposed,T,  ,15-24,Female,m1e
Opposed,Strongly Opposed,T,Unnecessary A corrupting influence ,45-54,Male,L0C
Opposed,Strongly Opposed,T,Take people away from spending time with their own family/children. Heard too many sad stories on gambling addiction Negatively impact on value of human being.,25-34,Female,M1S
Opposed,Strongly Opposed,T,There has not been a public referendum. There has been no true transparency or truthfulness on the part of the OLG or the casino operators. Casinos in Ontario and other jurisdictions have shown no or very little economic benefit.,45-54,Male,M4C
Opposed,Strongly Opposed,T,The city of Toronto is already vibrant and full of wonderful opportunities & events Criminal activity and addiction will increase with a casino downtown Toronto does not have the infrastructure in place to handle the increased traffic,25-34,Female,M5B
Opposed,Strongly Opposed,T,gambling is robbing the poor it makes me sick to think of the marginalized trying so desperately to win some cash to make themselves a better life- just take the people's cash at the door-or how about this tax the rich,45-54,Female,
Opposed,Strongly Opposed,F,"promotes poten;tially addictive and irreesponsible behaviour people will gamble, goveernment should not encourage it or makeit easier sends a mixed message to young people-- something for nothing rather than just rewards for effort",65 or older,Female,m2m
Opposed,Strongly Opposed,T,encourages unhealthy and socially destructive behaviour downtown location would create traffic gridlock in already overstressed streetscape low paying jobs after the construction is over,65 or older,Female,M5E
Opposed,Somewhat Opposed,T,Bringing in a rowdy element Ruining downtown Toronto (I am more in favour of a location outside the city) Overcrowding,25-34,Female,M4G
Opposed,Strongly Opposed,T,Gambling leads to many other social problems.  ,25-34,Male,M5P
Opposed,Strongly Opposed,T,"will hurt other Toronto entertainment businesses as there are only so many entertainment dollars to go around negative impact on society, problem gamblers, and their families it's a sleazy way to obtain revenue--in effect, a tax on the stupid",55-64,Female,M8Z
Neutral,Neutral or Mixed Feelings,F,"Details are vague or not heavily publicized (ie I'm unaware) - location, revenue projections, number of jobs Implications on areas with casinos that would close as a result of ",25-34,Male,
Opposed,Strongly Opposed,T,"There isn't a bottomless pit of gamblers. Adding casinos cuts business at existing ones -- see Windsor and Niag. Falls. Most casino jobs, and the jobs linked to them, are low paying, so they're not a good base for an economy. Casino operators make most of whatever profits there are, City will get little. Most gamblers lose.",55-64,Male,M6J
Opposed,Strongly Opposed,T,  ,,,
Opposed,Strongly Opposed,T,Infrastructure not capable of supporting more traffic volume Increased crime rate due to lack of police work force to maintain security of neighbourhoods close to the casino Depreciation of house price for neighborhood close to the casino,25-34,Prefer not to disclose,m5e
Opposed,Strongly Opposed,T,"There must be a better option that builds a community, that is more inclusive and doesn't waste a good part of the city on something morally damaging. There are less ugly ways to bring money into the city. Maybe Ford should not have haphazardly cut taxes just for short term gains. Casinos are depressing and damaging to society, does nothing to build culture and is for losers.",35-44,Female,m6h
Opposed,Strongly Opposed,T,I do not approve of gambling in general. I do not like the idea of making gambling generally available to those addicted to it. I do not think Toronto can handle MORE traffic!,,,
Opposed,Strongly Opposed,F,The socio-cultural impacts/effects of a casino. The increase in gambling addictions. The negative economic impact.,25-34,Female,M2H
Favour,Strongly in Favour,F,jobs renew downtown waterfront income for city of toronto,,,
Opposed,Strongly Opposed,T,"Prostuition, Drugs, Drunk driving etc.. Noise Toronto should be for Torontonians, a casino is not for the people in Toronto.",35-44,Male,M4L
Opposed,Strongly Opposed,T,"Making revenue on the back of addiction is never a good idea. Addiction to gambling will end costing a lot more money in the health and mental health areas. With gambling comes an increase in crimes related to drugs, prostitution, etc.",45-54,Female,l4c
Opposed,Strongly Opposed,F,"I live in Parkdale right near the Exhibition grounds, and don't think a casino meets any of the standards listed for a healthy city.  ",55-64,Female,M6K
Opposed,Strongly Opposed,F,"increase the chance of recruiting 'problem gamblers"" the revenue raised may not be able to address social issues generated quality of life deterioation in the community due to these social issues",55-64,Female,M2M
Opposed,Strongly Opposed,F,"Governments should be raising revenue through progressive taxation, not by taking advantage of peoples' addictions. The cost-benefit analysis for Toronto is negative -- we will end up paying more in social costs than we will net in any revenue. an ""entertainment complex"" would be a sprawling suburban parking lot of low-character chain outlets -- not the right density or vibe for downtown or waterfront property",35-44,Female,M6P
Opposed,Strongly Opposed,T,Crime Prostitution Lowering of property values,45-54,Male,M1l
Opposed,Strongly Opposed,T,Do not accept the business model Social problems Hollowing out effect caused by single major development,45-54,Male,
Opposed,Strongly Opposed,T,"I don't believe that downtown toronto needs a casino to attract tourism, in fact I feel it will detract those that already love our city. The social costs to the city, outweigh any financial profit to be seen. A casino will cheapen the image of the city.",,,
Opposed,Strongly Opposed,T,Negative City image Encouraging addiction Crime rate,25-34,Female,M4L
Opposed,Strongly Opposed,T,Negative social effects Not a very good return on investment sending a bad message to youth,35-44,Male,M6K
Opposed,Strongly Opposed,T,"Ruin waterfront area near Sunnyside beach Attract crowds (of the wrong kind of people, in my view) to neighborhood Promote gambling",35-44,Female,M6k
Opposed,Strongly Opposed,T,"I have concerns about the stress on the city regarding gambling addiction, potential for criminal activity.  Not to mention the traffic congestion. Other cities have seen small business suffer. I am skeptical of the financial windfall that is being recalculated on a regular basis.  Too reminiscent of our mayor demanding that we ""put the shovels in the ground for subways and the money will come"".  No thanks.",45-54,Female,M4S
Opposed,Strongly Opposed,T,Generates a ton of family/social problems because of gambling addiction. Period. Generates a ton of family/social problems because of gambling addiction. Period. Generates a ton of family/social problems because of gambling addiction. Period.,35-44,Male,M6H
Opposed,Strongly Opposed,T,very poor way for governments to raise revenue addiction to gambling bad impact on businesses surrounding casino,55-64,Male,M3A
Opposed,Strongly Opposed,T,suck the life out of the entertainment district no great financial return for the City won't create jobs - we'll lose jobs,55-64,Female,M5P
Opposed,Strongly Opposed,T,addiction issues organized crime ,55-64,Female,M6S
Opposed,Strongly Opposed,T,"Attracting the wrong kind of people to the city Bad, irreversible consequences for the city's reputation Increasing density/transportation gridlock",25-34,Female,M6K
Opposed,Strongly Opposed,T,Increase traffic without new infrastructure for public transportation increase gambling addiction takes away resources for youth development & programs,Prefer not to disclose,Prefer not to disclose,M6G
Favour,Strongly in Favour,F,We lose tourist money every year to surrounding casinos.  I see busloads of people travelling out of the city with their money Why shouldn't we benefit from this money making business to aid in raising funds for the city itself. We are such a stuffy  city sometimes.,55-64,Female,M4J
Opposed,Strongly Opposed,T,"A casino simply does not make a city great. use the grounds and resource to make something worthy of Toronto and Canada, not a place where people systematically lose time and money. There are other ways to raise money and provide quality entertainment.  The repercussions of gambling problems at that scale close to 2 million people cost more than the (little) benefits",35-44,Male,M6E
Opposed,Strongly Opposed,T,It is unnecessary There is enough gambling near by - we don't need more ,35-44,Female,M6P
Opposed,Strongly Opposed,F,"money not spent on local business's money leaving for the USA casino owners loss of 55,000 jobs in the racing industry",Prefer not to disclose,Male,m5j
Opposed,Strongly Opposed,T,"Toronto wants jobs for people to help them get out of poverty - not an industry to put more people IN poverty. This is a regressive tax on the poor. Casinos do not need to go in the core of our great city where 'culture' should be promoted, not losing one's money. Short term gains from taxes will NOT offset long term effects - the social welfare and infrastructure costs are 3 times greater than tax revenue created.",35-44,Female,M4M
Favour,Strongly in Favour,F,"Create jobs for the city Run as a Canadian company, NOT by USA owned partner. Increase & sustain revenue for the city",35-44,Female,M9W
Opposed,Strongly Opposed,T,Revenue taken from those who can least afford it. Casino detrimental to livable city environment. ,35-44,Male,M6E
Opposed,Strongly Opposed,T,increased possibility of gambling addicts too much traffic not a culturally positive venue,,,
Opposed,Strongly Opposed,T,"traffic in the downtown core already - in traffic jam on Sat/Sun now without events at ACC or the Rogers Centre impact on local business as casino will draw folks into it which would have went to current businesses for food, etc loss of jobs - current employees of downtown office towers are tired of commute so work from other GTA locations/home",45-54,Female,L6Y
Opposed,Strongly Opposed,T,increased ability for citizens to spend money gambling beyond their means concerns over increased drugs and prostitution which typically are part and parcel of a casino concerns that existing transit infrastructure cannot support the increased travel,25-34,Prefer not to disclose,M6K
Opposed,Strongly Opposed,T,"Casinos take hard earned money from the local population and give very little back to the community. Casinos promote gambling, creating problems for those who have addictive personalities. Gambling ruins families",,,
Opposed,Strongly Opposed,T,gambling can ruin people's lives better ways to spend money should support the arts and Canadian performers,45-54,Male,h2l
Opposed,Strongly Opposed,T,Gambling is not a necessary aspect of the City of Toronto. That money should be invested elsewhere  ,25-34,,
Opposed,Strongly Opposed,T,"Gambling is a very serious social issue, it need not be encouraged Gambling is a tax on those who don't understand statistics Gambling facilities are associated with an increase in crime",35-44,Male,M6R
Opposed,Strongly Opposed,F,exposes area to increased traffic in an already congested area. cheapens the waterfront area could interfere with the continuance of horse racing at Woodbine etc.,55-64,Female,M4T
Opposed,Strongly Opposed,T,creates addiction attracts bad behaviour not progressive way to raise funds - very regressive,35-44,Female,M4L
Opposed,Strongly Opposed,T,Health Effects on surrounding community Incompatibility with Toronto's image Effects on crime,25-34,,m4j
Opposed,Strongly Opposed,T,Gambling is an addiction. A casino will prey on people's weaknesses to generate revenue. Social services costs will go up to deal with the negative social consequences. ,35-44,Prefer not to disclose,M6s
Favour,Strongly in Favour,F,Economic reasons benefit to the city as a whole employment and tourisom,65 or older,Male,m4h
Opposed,Strongly Opposed,F,"Casinos and gambling facilities engender poverty by fuelling gambling addictions. There are already casinos in southern ontario. The OLG has stated that the city of toronto would at most reveice $100 million, and likely less than that,  This and the small amount of jobs created (poverty wage jobs)wouldn't outweigh the many downsides of a casino in the heart of Toronto.",25-34,Male,M3C
Opposed,Strongly Opposed,T,"The likelihood of it being located downtown. The downtown core is already over congested with insufficient infrastructure to handle another major venue. They are not job creators.  Once the construction is over, casinos a low wage ghettos. Casinos are an inequitable way to raise revenue",,,
Opposed,Strongly Opposed,T,Increased poverty Increased drunkenness Increased city congestion,25-34,Male,M2n
Opposed,Strongly Opposed,T,"social costs outweight so-called benefits, traffic concersn, casino not a tourist attraction not good for the small business owners in downtown at the expense of the poor and seniors",55-64,Female,L4B
Opposed,Strongly Opposed,T,"Gambling is not a healthy form of entertainment and should not be easily accessible to Toronto's vulnerable precious residents Many studies are available to inform of the hazards to public wellbeing when casinos are within urban areas Studies show that majority of repeat visitors to casinos do not benefit the local economy because they simply don't leave the casino property, and thwre are many other false claims regarding the benefits to the city",35-44,Male,M5A
Opposed,Somewhat Opposed,F,"Since 55-65& 00f the clients using the casino would be from Toronto, they would be diverting money from other recreational expenditures . This would NOT be new money and thus the $200 million estimate of new revenues is far from accurate  ",,,
Opposed,Strongly Opposed,F,"already have established facility in more desireable location, etobicoke congestion and traffic already an issue despite reports found on this web-site, not all info is being delivered to public",35-44,Male,
Opposed,Strongly Opposed,T,"Gambling is a horrible addiction that ruins the lives of individuals and families. The downtown core already has huge problems with the nightclub/entertainment district (violence, etc.) This will create more. Casino's rarely bring much money back into the city, and the kind of jobs a casino creates are typically low paying, low security.",25-34,Prefer not to disclose,M6J
Opposed,Strongly Opposed,T,Revenue projections are unrealistic and unlikely to be realized Harm to image of the city A predatory way to earn revenue,45-54,Male,M6R
Opposed,Strongly Opposed,F,  ,45-54,Male,M4V
Opposed,Strongly Opposed,T,Social harm from gambling outweighs the benefits of revenue and jobs Governments should not be dependent on gambling for funds Would increase illegal activity,35-44,Female,m6s
Opposed,Strongly Opposed,T,"As a health researcher, I am aware of the enabling aspect that a major casino attraction will have on those in South Western Ontario with a dependence or addiction to gambling, or with a susceptibility to developing such a problem. There will be significant costs to the taxpayers of Toronto, Ontario and Canada for the health and social services required to deal with Reason #1 (above). Toronto's traffic and public transit infrastructure can not cope with the current amount o travel in and out of the city; as a regular car commuter, I can attest to the fact that commuting during rush hour increases my commute time by up to 70%.  I don't see any roadways being planned or built, and I don't see any new public transit being built leading to downtown; so I think putting in a major new tourist attraction is an awful idea at this point in time.",35-44,Male,M4L
Opposed,Somewhat Opposed,T,It will draw entertainment away from other venues and into the casino. It will draw the wrong kind of crowd. Gambling is a vice and ruins lives.,25-34,Male,M4X
Opposed,Strongly Opposed,T,There are far better and more creative ways to develop the property proposed for a casino. Downtown has parking problems enough without adding to it. Build a theatre for live performances!!!!!!,55-64,,
Favour,Strongly in Favour,F,Jobs Money for our City Tourist,45-54,Female,m1s
Neutral,Neutral or Mixed Feelings,F,Casino will help keep jobs at Woodbine. Casinos location is important. I don't support one downtown but would support one at Woodbine. Casino has the potential to generate new jobs.,25-34,Male,L1N
Opposed,Strongly Opposed,T,Those who are poor and elderly are likely to be taken advantage of - creates unnecessary access to gambling addiction = pathological gamblers Increased crime and prostitution in the area traffic congestion - environmental effects,15-24,Female,M1L
Favour,Strongly in Favour,F,More Taxes for the city  ,65 or older,Male,M1S
Opposed,Strongly Opposed,T,Gambling addictions Traffice congestion I don't want that kind of city,55-64,Female,M4M
Opposed,Strongly Opposed,T,"I've never met anyone who has gambled safely...so, I 100% do not support gambling Of all the things we could do to develop the waterfront, adding a casino is so low brow...what about great restaurants? Parks? Retail developments? There are SO MANY other things that should take precedence over this. Casinos aren't adding premiumisation to the city...while there may be more affluent people attracted to gambling, you'll largely have problem gamblers and geriatrics hanging out there. I don't think there is any positive halo effect the city of Toronto will have in building a world class perception both inside and outside of Canada.",25-34,Female,M5T
Opposed,Strongly Opposed,T,"New casino will lead to more at-risk gamblers and more addicted gamblers. New casino will lead to a wide range of social problems e.g. family breadown, youth addicton, and crimes. New casino will adversely affect small business in the vacinity.",55-64,Male,M1V
Opposed,Strongly Opposed,T,There is more than enough gambling allowed already  ,55-64,Male,m6s
Opposed,Strongly Opposed,T,  ,25-34,Female,M6k
Opposed,Strongly Opposed,T,A casino removes money from the people/economy in exchange for nothing of value  ,45-54,Male,L5G
Opposed,Strongly Opposed,T,It will RUIN nearby businesses It will raise crime The revenue and job numbers are clearly being pulled out of * ass.,35-44,Male,M6K
Opposed,Strongly Opposed,T,  ,45-54,Male,M6P
Opposed,Strongly Opposed,F,  ,,Male,l6x
Opposed,Strongly Opposed,T,will not have  positive impact on the restaurants shows in Toronto promotes gambling majority of income will go to the operator,65 or older,Male,M5P
Opposed,Strongly Opposed,T,"Casinos attract desperate, insane people Toronto doesn't need it. Gambling is a vice.",25-34,Male,M5A
Opposed,Strongly Opposed,T,Toronto needs more arts and collaborative centres Promote addiction Blight on the harbourfront,25-34,Female,M3H
Favour,Somewhat in Favour,F,Gambling is here to stay - will generate need revenues for the city and province Concern over the location - strongly support Woodbine C2 ,55-64,Female,
Favour,Strongly in Favour,F,"if the casino developers paid for improvements to the infrastructure of the city (direct TTC access, gardiner expressway repairs, further development of the surrounding area) Toronto is ideally located for a Casino, many people plan business trips to niagara falls because there are casinos there and toronto is fairly equal distance from Rama, Niagara and Great Blue Heron Tourism. Packages can me made for the casino and other tourist attractions in and around the city that need visitors to survive",25-34,Male,M1C
Opposed,Somewhat Opposed,F,"Downtown locale would have a negative impact on other businesses: restaurants, bars, theatres etc. Fear that a casino development in the downtown/ waterfront will become a 'black hole' culturally, aesthetically, and socially Many studies point to the fact that casinos outside of Las Vegas do not benefit their communities in any real fashion beyond minimum-wage employment",45-54,Female,M6S
Opposed,Strongly Opposed,T,"Does not suit my image of Toronto It's unnecessary, casinos outside of the city are easily accessible It would be an eyesore, we should aim for waterfront development closer to other world-class cities",15-24,,M1M
Opposed,Strongly Opposed,T,"Hurts the image of the City of Toronto. Taking time and energy away from building our arts and culture. belongs in the suburbs; Mississauga or Durham, not Toronto?",25-34,Male,M6P
Opposed,Strongly Opposed,F,"costs to high socially, economicaly Our waterfront deserves better and we have a better plan for the Port lands outside interests have no concerns about the host City and won't use their profits to assist with any issues/costs we incur locally",45-54,,m4e
Opposed,Strongly Opposed,T,Benefits are wildly overstated Crime and addition problems Toronto's image,25-34,Male,M4L
Opposed,Strongly Opposed,T,"I believe that a caring city does not promote activities that endanger the well-being of its people, no matter how lucrative they might be. Gambling is an addiction that destroys lives. ",Prefer not to disclose,Prefer not to disclose,M1E
Opposed,Strongly Opposed,T,create poverty increase crime further increase traffic grid lock,15-24,Male,M6H
Opposed,Strongly Opposed,T,  ,35-44,Male,m4k
Opposed,Strongly Opposed,F,  ,25-34,Female,M4J
Opposed,Strongly Opposed,T,Disagree with gambling as a source of income.  ,35-44,Female,2L6
Opposed,Strongly Opposed,T,Casinos promote a plethera of social issues. The toronto is congested enough. move it out to the suburbs. ,25-34,Male,M9C
Neutral,Neutral or Mixed Feelings,T,Casino is a good service for money but it is not good for young and poor people  ,,,
Opposed,Strongly Opposed,T,$166 in social costs for every $54 of economic benefit. Added traffic congestion within the downtown core. Negative impact on the city's reputation.,35-44,Male,M4M
Opposed,Strongly Opposed,T,Gambling addiction destroys familys  ,45-54,Male,m6r
Opposed,Strongly Opposed,T,"Public health concerns - especially with problem gambling The focus on using the downtown waterfront, which would it make more inaccessible to  the public Revenue should not be raised by exploiting people's addictions",25-34,Female,M4Y
Opposed,Somewhat Opposed,F,Casinos do not contribute to an engaged urban environment Other cities have not benefited economically from casinos Social cost,35-44,Male,M4K
Opposed,Strongly Opposed,T,Gambling is an addiction which takes millions to cure high density downtown core does not need more traffic and parking woes Most of the money goes back outside the country,,,
